PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Rank
35.1,77.8,27.9,27.2,53.8,14.6,0.8,11.5,27.3,2.7,5.9,2,99,Moderate
45.5,88.3,17.5,26.7,42.9,14,0.8,10.1,26.2,2.5,6.7,2.7,93,Moderate
54.1,99.3,11.8,26.3,36.8,12.5,1.5,10.2,27.7,2.5,7.4,3.5,112,Very Unhealthy
21.6,49.3,17.6,27.9,45.1,13.3,1,10.1,20.5,2.3,3.9,1.2,90,Moderate
39,81.8,22.4,33.7,55.3,13.7,0.9,11.5,24.9,2.6,7.6,2.4,89,Moderate
39.1,77.9,16.7,34.9,51.5,19.7,1.1,11.3,30.9,4,7.1,0.7,118,Very Unhealthy
49.4,104,24,32.5,56.4,15.3,0.8,12.1,32.8,3.8,9.3,2.8,110,Very Unhealthy
42.9,88.4,20,30.6,50.6,13.7,1.5,12.8,27,3.1,7.9,2.8,112,Very Unhealthy
55.3,112,21.2,32.7,53.9,14.9,1,13.2,25.9,4.3,10.2,3.4,117,Very Unhealthy
50.6,111.2,21.5,33.5,55,14.8,1.2,14.1,26.7,3.2,9.9,3.2,116,Very Unhealthy
49.2,118.3,23,35.1,58,15.3,1.2,14.7,30,3.1,10.7,3.2,121,Very Unhealthy
56.9,126.8,18.2,34.5,52.7,15.5,1.2,13.7,38.9,3.2,10.6,3,135,Very Unhealthy
62.6,129.1,31.3,35.9,67,18.7,1.2,13.3,13.2,4.5,10.8,3.4,135,Very Unhealthy
28.6,48.6,34.9,24.9,59.9,19.6,1.1,11.7,8.5,4.5,3.9,1,99,Moderate
15.1,29.9,26.8,21,46.3,21.1,1.2,11.1,8.7,4.3,2.7,0.3,86,Moderate
17.8,41.3,20.9,20.2,39.2,19.3,1,10.8,15.3,4.9,4.8,1.2,81,Moderate
17.9,44.6,19.1,22.9,40.4,15.1,1,10.5,15.9,5.6,6.7,2.4,76,Moderate
17.9,41.6,39.3,18.5,55.4,16.2,0.9,11.9,7.6,6.3,6,2.8,72,Moderate
30.7,72.1,41.4,24.2,63.5,17.5,1,12.5,8.4,6.1,8.3,3.3,87,Moderate
20,46.6,24.7,23.1,47.8,16.2,0.9,10.5,6.8,4.3,4.7,1.7,82,Moderate
25.6,57.9,35.7,18.9,54.2,15.4,0.9,9.5,8.3,5.5,6.8,3.3,69,Moderate
39.1,76.1,38,15.5,52.3,19.3,0.9,9.3,11,6.7,6.5,3,105,Very Unhealthy
53.5,91.3,23.7,17.4,41,17.6,0.7,9.6,14,6.5,8.5,3.9,92,Moderate
56.3,102.5,22,25.2,46.9,14.2,0.7,13.8,20.9,6.5,10.2,4.1,113,Very Unhealthy
40.8,84.5,19.7,25.1,44.6,13.9,0.8,13.3,16.9,5.5,9,3.6,97,Moderate
25.4,77.9,23.4,26.4,49.8,14.5,0.8,14.6,11.5,5.9,10.4,3.6,81,Moderate
16.6,57.6,20.5,25.8,44.2,14.8,0.7,14.6,13,4.6,7.4,2.3,77,Moderate
12,40,18.1,23.1,41.2,16.6,0.6,14.2,9.9,5.1,6.9,1.9,57,Moderate
20.1,62.7,25.2,23.9,48.8,17.7,0.7,15.4,10.7,6,9.1,2.7,71,Moderate
28.4,66.8,21.9,26,47.6,13.5,0.8,13.2,16.4,5.5,8.9,3.3,78,Moderate
37,76.9,12.6,30.6,42.9,14.9,0.9,15.4,22.3,5.2,10.4,3.1,79,Moderate
52.9,102,25.6,37.2,62.8,15.3,1,12.5,20.3,5.4,11.2,3.6,105,Very Unhealthy
19.3,52.2,9.4,20.8,30.1,13.6,0.6,9.3,13.4,5.6,6.3,2.4,84,Moderate
12.2,41.8,13.3,22.6,35.9,11.8,0.6,8.5,15.3,5.7,7.3,2.9,57,Moderate
27.1,73.3,18.6,31.5,50.1,13.9,0.8,9,14.4,6.4,10.3,3.4,82,Moderate
49.5,98.7,26.2,30.3,56.5,13.1,1,9.2,21.2,5.8,10.7,4.4,97,Moderate
57.7,106.4,18.9,39,57.9,13.5,1.1,10.3,26.7,5.6,11.9,4,108,Very Unhealthy
69.7,132.4,23.3,42.5,65.9,16,1.2,12.4,32.2,4.8,12.6,3.6,134,Very Unhealthy
64.9,122.8,19.4,47.1,66.6,17,1,9.6,28.6,5.2,11.6,2.6,140,Very Unhealthy
62.5,123.3,17.5,45.4,63,17.8,0.8,11.3,31.7,5.5,12.6,2.7,128,Very Unhealthy
69.8,128,17.5,48,65.5,18.9,0.9,10.9,29.6,5.2,12.5,2.6,131,Very Unhealthy
77.1,135.7,15.8,42.8,58.6,19.5,0.9,15.4,31.1,4.6,11.4,2.4,149,Very Unhealthy
70.9,123.3,16,35.4,51.4,17.8,0.9,21,28.1,5.9,11.6,3,149,Very Unhealthy
72.1,125.4,10.7,41.1,51.8,16.9,0.9,14.9,41,5.5,12.3,2.8,140,Very Unhealthy
90.9,163.5,23.2,52.5,75.8,16.5,1.2,10.6,33.4,7.1,15,4,184,Very Unhealthy
91.9,171.9,29.1,51.6,80.7,19.5,1.2,10.9,33.4,7.1,14,3.2,209,Severe
92.4,167.9,23.6,49.5,73.1,20.6,1.2,11.6,29.5,5.8,12.1,2.5,209,Severe
87,163,23,47.1,70.1,19.7,1.1,17.8,31.8,6.8,13.4,2.8,208,Severe
82.2,154.9,25.5,42.2,67.7,18.2,1.1,16.3,28.6,7.4,13.9,3.8,184,Very Unhealthy
82.8,149.6,17.2,41.2,58.4,16.4,1,15.7,41,7,13.7,3.7,176,Very Unhealthy
89.1,159.8,20.7,44.9,65.6,16.9,1.1,13.8,36.4,6.9,13.6,3.7,190,Very Unhealthy
83.5,158.4,28.5,47.2,75.8,16.9,1.1,17.3,39.2,9.8,16.9,4.4,193,Very Unhealthy
73.8,143.1,33.1,40.3,73.4,17,0.9,16.6,23.2,8.8,14.4,4.3,173,Very Unhealthy
72,142.9,23.4,49.9,73.1,19.1,1.1,17.7,35.5,7.9,17,3.8,146,Very Unhealthy
81.4,148.7,32.4,43,75.1,19.3,1.2,16.7,28.1,8.4,15.5,4.3,163,Very Unhealthy
87.4,158.3,22.5,44.1,65.1,18.8,1.1,17.1,31,8.7,15.5,4.1,186,Very Unhealthy
94.9,168.1,34.8,40.7,75.5,18.5,1.3,16.7,27.1,8.8,14.3,4.4,212,Severe
64.7,120.8,17.6,36,53.6,17.1,1,14.8,29.1,7.7,11.2,2.9,174,Very Unhealthy
39.9,98.1,25.4,33.4,58.9,18.3,0.9,14.4,20.3,7.2,12,3.1,115,Very Unhealthy
49.9,109.2,22.6,33.6,56.2,18.1,0.9,10.2,25.2,6.4,12.5,3.7,99,Moderate
65.3,121.7,24,36.3,59.6,34.6,1,9.9,19,6.8,12.2,1.1,111,Very Unhealthy
83.3,149.4,21.3,37.8,57.1,21.5,1,11.2,25.4,6.1,10.8,2.8,180,Very Unhealthy
70.5,140.5,22.8,42.1,63,19.5,1,10.6,33,8.4,14.7,3.8,154,Very Unhealthy
88.1,157.7,16.4,43.6,58.8,18.8,1.1,11.8,39.9,6.7,13.9,3.6,174,Very Unhealthy
82.7,147.3,20.1,42.6,61,18.1,1.1,12.1,37.9,6.9,11.3,2.7,205,Severe
82.7,150.6,23.2,46.8,68.6,20.6,1.2,13.5,38,7.3,14.5,3.3,171,Very Unhealthy
95.8,169.3,28.3,44.5,71.5,21.3,1.3,14.8,28,7.8,14.5,3.8,198,Very Unhealthy
95.2,169.3,39.5,41.7,79.9,19.8,1.3,16,32,10.4,14.9,4.3,229,Severe
72.4,133,19.8,39,57.5,17.7,1,14.5,32.4,10.2,13,3.3,203,Severe
50.1,110.4,25.3,36.3,60.5,16.2,1,12.7,33.3,4.9,11.6,3.3,110,Very Unhealthy
69.6,143.3,26.2,40.2,65.2,15.6,1.2,12.5,34.9,5.4,14.3,4.6,128,Very Unhealthy
89.5,161.8,29.3,39.3,67.3,16.8,1.3,13.5,33.4,6.2,13.2,4.4,180,Very Unhealthy
80.4,149.7,30,37.3,66.2,17.3,1.2,10.7,39,7.3,12,3.6,191,Very Unhealthy
73.9,137.1,22.1,37.2,59.3,17,0.9,10.2,40.4,6.9,12,3.3,164,Very Unhealthy
75.2,138.8,26.2,38.8,64,17.5,1,9.9,35.4,6.7,11.9,3.4,164,Very Unhealthy
94.3,169.5,32.6,49,79.6,18.4,1.1,10.1,39.8,8.2,15.6,4.3,187,Very Unhealthy
94,175,43.5,46,88.3,18.7,1.3,10.8,27.7,7.9,13.7,4.2,212,Severe
94.7,171.4,32.8,41.6,72.9,19.2,1.2,11.6,27,7.4,11.9,3.6,225,Severe
94.3,167.3,35.3,37.8,72.2,20.1,1.2,13.4,30.4,7.4,11.9,3.6,214,Severe
122.9,205.9,30.9,46.5,77.1,23.8,1.3,11.5,41.4,8.7,14.9,3.7,250,Severe
134.3,215.8,24.9,44.7,69.6,23.2,1.3,10.8,28.6,8.1,12.5,3.4,283,Severe
87.5,152.8,24.1,34.2,58.3,21.2,1,10.5,29.8,7.3,6.6,1,268,Severe
88,154.4,30.9,39.8,70.1,19.5,1,10.3,32.9,6.6,11.6,3.3,184,Very Unhealthy
75.8,140.3,28.2,35.9,63.8,18.4,1,8.8,33.4,6.2,10.7,3.2,167,Very Unhealthy
75.8,145.8,26.8,36.1,62.9,18.6,1,9.4,36.9,6.8,12.6,3.7,160,Very Unhealthy
86.4,155.1,27.8,36,62.8,18.8,1,9.3,42,6.6,11.8,3.5,181,Very Unhealthy
65.8,127.8,16.9,37.5,54.3,15.5,0.8,10.5,56.6,5.7,11.1,2.5,159,Very Unhealthy
104.1,183.9,40.2,46.4,85.8,15.7,1.2,11,46,8.2,16.3,5.4,194,Very Unhealthy
107.9,171.7,14.7,41.1,55.9,16.9,1,8,48.3,6.9,9.2,2.3,260,Severe
93.6,157.8,18.8,40.4,59.2,15.5,1,7.9,48.3,6.1,9.8,2.6,221,Severe
94.1,158.4,13.9,39.7,53.6,15.1,1,6.7,49.8,5.9,9.3,2.5,225,Severe
91,162.7,28,39.9,67.6,16.3,1.1,7.9,39.6,3.5,7.2,2,229,Severe
70.2,142.6,24.3,38.9,63.2,18.3,1,8.7,43.5,3.2,9.8,2.3,157,Very Unhealthy
87.2,165.8,44.5,42.3,86,21.7,1.3,9.5,31.3,4.8,11.7,3.2,177,Very Unhealthy
65,120.6,23.7,29.1,50.9,18.8,0.9,7.7,36.1,2.9,5.3,1.4,166,Very Unhealthy
60,126.9,16.1,39,54.9,15.6,0.9,9,39.9,2.5,10.1,2.6,122,Very Unhealthy
65.1,143.7,22.6,43,65.5,14.3,0.9,10,36.6,5.4,14.6,4.4,127,Very Unhealthy
76.7,162.1,31.8,43.6,72.8,22.5,1.1,10.1,38.7,6.4,15.1,3.7,151,Very Unhealthy
98.1,194.7,57.3,38,93,26.8,1.5,10.8,33.5,9,15.5,4.4,211,Severe
68.4,120.5,18.8,29.7,47,23.9,0.8,6.7,28.5,5.2,6.1,0.8,178,Very Unhealthy
36.3,97.7,21.2,26.5,46.5,18.7,0.7,6.3,30.3,4.5,8.7,2.4,100,Moderate
30.5,91.6,18.7,30.4,49.1,15.4,0.7,6.3,37.9,3.6,8.5,2.1,97,Moderate
34.2,84.7,15.7,31.5,47.2,16.2,0.7,6,37.1,3.4,7.9,1.8,90,Moderate
51,115.9,21.3,41.2,62.5,15.5,0.7,6.3,38.7,3.7,11.7,3.1,93,Moderate
87.3,167.8,21.3,56,77.3,18.4,1,7.6,37.6,3.8,13.8,3,160,Very Unhealthy
96.1,195,48.6,48.3,93.9,20.8,1.1,8.3,36,5.5,13.3,3.7,213,Severe
89.3,181.5,49.5,47.2,93.5,22.7,1.3,10.5,41.8,5.5,13,3,205,Severe
97,207.7,65,45,104.6,23.1,1.6,10.3,37.4,10,17.8,5.6,227,Severe
78.7,173.2,71.6,42.1,110.2,22.2,1.5,11.8,37.7,7.5,14.4,4.3,192,Very Unhealthy
87.8,190,39.9,44.5,84.2,22.1,1.2,11.8,40.1,4.7,13.8,3.3,196,Very Unhealthy
73.6,164,36.8,40.8,76.3,20.9,1.2,11.7,39,4.2,12.3,3,172,Very Unhealthy
91.6,192.1,43.7,43.9,85.3,22.4,1.3,14,48,3.4,13.9,3.5,182,Very Unhealthy
103.4,210.5,47.3,43.9,88.4,22.9,1.4,13.5,39.7,4.3,11.7,2.9,253,Severe
57.2,120.4,21.2,29,50.2,22.3,0.8,10.5,35.1,2,3.9,-0.3,183,Very Unhealthy
25.5,81.7,27.1,21.6,45.5,19.6,0.6,8,22.8,3.7,6.2,1.8,94,Moderate
19.8,97,13.5,22.9,34.7,16.2,0.6,4.2,37.7,1.5,7.2,2,85,Moderate
52.7,141.7,25.8,38.2,62.1,17.9,0.8,8.1,42.4,2.9,11.8,3,123,Very Unhealthy
66,158.6,30.7,43.8,70.9,18.8,1,8.7,42.7,3.2,12.7,3.2,145,Very Unhealthy
72.1,168.8,31.6,46.7,75.1,19.2,1.1,7.5,41.8,3.2,13.2,3.4,154,Very Unhealthy
80.8,186.2,51.9,38.1,81.8,22.6,1.3,8.8,37.4,5,13.2,4.3,183,Very Unhealthy
83.5,165.2,36.7,35.5,67.3,23.5,1.3,6.2,35.3,3.9,8.9,2.5,192,Very Unhealthy
77.7,151.8,16.7,40.1,55.7,21.1,0.8,7.3,55.8,3,9,1.1,178,Very Unhealthy
60.9,153.4,36.2,47.5,82.3,20.7,1,9.4,41.6,2.8,11.9,2.1,151,Very Unhealthy
47.7,127.6,16.9,36.6,51.8,21.1,0.9,7.9,52.1,2.4,9.3,1,138,Very Unhealthy
49.4,136.2,32.1,40,68.3,20.8,0.9,9.2,46.3,2.6,10.8,2,129,Very Unhealthy
68.5,151.7,24.4,39.9,61.7,21.5,1,7.7,47,3.5,12.4,2.8,133,Very Unhealthy
68.3,144.6,14.7,31.2,44.2,20.1,1,9.3,44.3,1.8,9,2.3,142,Very Unhealthy
56.6,129.3,17.5,36.2,52,18.2,0.9,8.4,45.8,1.9,8.9,1.9,134,Very Unhealthy
61,143.9,26.4,38.8,62.5,19.3,1.1,8.7,39,3.3,11.8,3.1,130,Very Unhealthy
60.5,145.3,31.3,48.2,76.7,20,1.1,8.9,38.1,3,12.3,2.5,136,Very Unhealthy
67.9,152.1,43.1,52.3,94.9,20.6,1.1,8.5,41.1,2.6,12.1,2.2,144,Very Unhealthy
58.1,149.2,33.5,48.6,82,19.5,0.9,9,46.8,4.1,13.6,2.5,141,Very Unhealthy
53.3,151.4,37.4,45.6,83,19.8,0.9,9.6,36.3,4.4,13.7,2.9,141,Very Unhealthy
68.9,165.5,26.6,47.3,73.9,18.7,1,10.4,54.4,5.1,16,3.5,147,Very Unhealthy
102.5,212.5,40.7,54.8,95.3,21.7,1.3,9.5,54.4,8.2,17.9,4,234,Severe
88.2,201.4,40.8,61.2,102,23.2,1.3,12.1,51.8,11.5,22.2,4.4,217,Severe
92.5,212.3,52.4,59.1,110.8,30.5,1.3,14.8,47.3,14.4,24.9,4.5,224,Severe
62.8,146.6,37.9,46.3,84.2,23.5,1,10.4,27.3,9.2,15.1,2.9,175,Very Unhealthy
39.4,100.7,26.8,35.8,62.6,23.8,0.8,9.1,23.7,4.7,9.4,1.2,110,Very Unhealthy
65.9,158,27.6,53.3,80.8,21.8,1,12.4,43,7.6,19.5,4,121,Very Unhealthy
77.6,194.8,37.8,57.9,95.9,21.1,1.2,13.3,47.1,9.8,22.1,4.9,185,Very Unhealthy
84.7,185.6,35.3,56.8,92,21.9,1.2,12.7,47,9.8,21.1,4.6,176,Very Unhealthy
48,152.4,39,49.4,86.9,20.2,1,11.3,32,6.3,14.6,2.7,170,Very Unhealthy
41,131.6,17.4,50.3,67.7,21.5,0.8,14.6,46.2,5.1,15,1.6,130,Very Unhealthy
51.7,145,27.5,57.9,85.3,23.8,0.9,15.5,50.9,6.6,17.9,2,136,Very Unhealthy
77.6,185.2,63,71.9,132.6,23.9,1.4,16.7,43.8,12.6,25.6,5.1,173,Very Unhealthy
75,183.8,61.4,58.5,120,26.1,1.2,16.1,28,12.6,22.3,4.6,193,Very Unhealthy
43.4,121.3,23.7,32.1,55.8,28.6,0.7,13.2,23.9,4.1,9.8,0.6,125,Very Unhealthy
52.2,142.5,49,28.5,77.3,21.1,0.8,16.9,19.3,7.6,15,4.7,123,Very Unhealthy
43.7,137.1,20.4,26.6,46.5,21.8,0.5,17.3,27.8,4.3,11.8,2.6,127,Very Unhealthy
36.7,122.5,21.6,27.9,48.5,19.3,0.5,16,27.2,5.1,11.9,3,118,Very Unhealthy
32.6,108.5,17.1,27,43.7,19.2,0.5,17.9,21.1,4.1,10.3,2.4,108,Very Unhealthy
20.2,105.8,21.1,19.1,40,17.5,0.4,17.2,18.3,3.8,9.5,2.8,102,Very Unhealthy
24.5,131,14.6,23.9,38.5,16.2,0.5,9.2,28,3.6,11.6,3.6,107,Very Unhealthy
27,125.2,20.3,31.8,52.1,14.7,0.6,9.7,30.2,4.2,11.7,3.2,122,Very Unhealthy
35,134.2,17.5,31.1,48.5,16.3,0.7,9.6,28.4,4.5,12.6,3.6,121,Very Unhealthy
40.5,126,19.7,20.4,39.9,18.3,0.8,12.7,22.3,7,12.3,4.1,128,Very Unhealthy
16,74.7,13.4,19.2,32.6,14.9,0.4,11.1,25,3.3,6.5,2,88,Moderate
18.6,80.6,17.9,24.7,42.7,14.8,0.5,10.7,22.7,3.7,8.3,2.5,80,Moderate
23.8,108.5,12.3,30.6,43,14.7,0.5,7.8,34.8,3,11,2.9,84,Moderate
30.3,126.4,11.7,34.8,46.5,15.9,0.6,8,41.8,5.9,14,3.3,117,Very Unhealthy
49.8,175.8,42.4,41.8,84.1,17,1,12.2,36,7.2,19,5.6,143,Very Unhealthy
58,190.5,42.8,53.1,95.9,23,1.2,14.9,40.6,12.1,25.8,6.1,154,Very Unhealthy
78.5,205,73.6,53,125.6,20,1.7,15.1,45.9,13.2,25.3,7.3,191,Very Unhealthy
52,150.7,47.3,42.4,89.7,20.9,1,11.8,40,13.8,20.7,5.1,167,Very Unhealthy
30.3,99.4,24,26.7,49.4,23,0.6,8,31.9,9.1,12.5,2.6,113,Very Unhealthy
21.1,84.4,32.8,14.9,45.7,22.5,0.5,6.6,19,7.9,9.4,2.9,91,Moderate
20.1,67.9,23.5,16.5,38.2,20.6,0.5,11,24.3,4.4,6.1,1.5,82,Moderate
16.8,53.3,12.4,9.5,21,16.7,0.4,12.1,27.9,3,4.1,1.5,67,Moderate
23.5,64.7,9.8,11.1,20.3,14.8,0.4,12,32.8,3.5,6.1,2.5,66,Moderate
35.6,92.8,10.9,12.3,22.7,13.8,0.5,8.8,38,4.7,8.5,3.7,86,Moderate
30.9,77.2,10.9,11.3,21.7,12,0.5,8.3,31.6,5.1,6.8,3.5,91,Moderate
27.8,65.5,11.5,11.3,21.6,11.6,0.4,10.2,26.7,6.4,8.1,4,71,Moderate
24.8,69.7,8.3,8.6,16.9,11.1,0.4,7.2,35.8,3.8,6,3.3,70,Moderate
28.1,67.5,7.5,11.9,19.1,11.2,0.5,7.6,38.9,4,5.9,3,78,Moderate
23.4,66.1,6.5,9.9,16.4,10,0.4,7.3,47.9,4.1,6,3,78,Moderate
23.6,63.7,7.6,9.7,17.3,9.8,0.4,6.9,39.3,4.3,5.8,3.2,77,Moderate
25.4,63.6,9.7,9,18.1,10.4,0.5,7.3,29.2,3.9,5.4,3.4,69,Moderate
20.1,58.9,9.7,7.8,17,10.4,0.4,6.6,31.7,3.3,4.7,3.1,63,Moderate
26.3,77.2,8.6,8.6,16.9,10,0.4,6.8,37.5,3.7,6.2,3.6,78,Moderate
24.3,83.9,8.2,7.6,15.5,9.2,0.4,6.5,29.9,3.3,5.9,3.8,85,Moderate
24.7,78.4,9.4,7.9,16.9,8.7,0.4,6.5,28.5,3.5,5.7,3.9,83,Moderate
27.4,73.5,10.8,8.5,18.5,8.3,0.4,6.7,28.8,3.7,5.5,4,78,Moderate
20.8,54.5,10.5,6.6,16.5,7.7,0.4,7.1,23.3,3.8,4.2,3.6,67,Moderate
24.1,79.6,12.9,6.2,18.3,7.3,0.4,7.1,18.9,3.7,6.7,5,62,Moderate
29.5,98.5,14.5,6.7,20.1,8,0.4,7,14.8,4.4,7.2,5.2,93,Moderate
28.3,93.4,14.8,6.8,20.9,9.1,0.4,8.9,15.1,3.2,5.8,4.4,95,Moderate
25.9,83.4,13,7,19.4,8.3,0.4,8.5,20.8,3.3,5.6,4.2,87,Moderate
29.5,82.2,12.2,8,19.8,6.8,0.4,8,21.8,2.7,5.3,4.4,81,Moderate
28.3,82,12.7,9.1,21.3,6.1,0.5,7.8,20,4.7,7,5,86,Moderate
25.6,75.3,14.2,9.2,22.4,6.3,0.4,7.4,16.2,4.2,6.1,4.8,79,Moderate
26.9,81.6,14.1,10.5,23.7,7.8,0.5,7.6,18.9,4.1,6.5,4.5,87,Moderate
26.6,66.6,14.7,9.8,23.7,8,0.7,7.8,19.9,6.1,7,4.7,85,Moderate
20.6,55,12.4,9.2,21.1,6.8,0.6,6.7,19.3,6.9,7.1,4.8,75,Moderate
20.5,53.5,15.7,7.9,22.8,6.2,0.6,6.4,16.1,7.8,7.6,5.4,73,Moderate
18.5,52.3,14.5,8.1,21.9,7,0.6,6.3,16.7,4.5,4.7,4.1,70,Moderate
20,63.8,12.4,9.1,21.1,7.1,0.7,6.8,21.5,6.9,8.2,5.1,74,Moderate
25.7,81,13.3,10.4,23.3,9.3,0.7,7.9,20.2,5.8,8.5,5,82,Moderate
18.6,54.8,15.4,7,21.7,10.5,0.6,7.6,23.4,5.5,5.4,3.6,76,Moderate
18,52.9,17.2,6.1,22.6,8.1,0.4,8.4,22.5,4.3,5,4,61,Moderate
19.8,54.8,18.6,7,24.9,7,0.4,10.3,19.7,3.5,4.2,3.9,67,Moderate
20.8,47.9,17.5,6.1,22.6,6.9,0.4,11.6,18.7,4.2,4.7,4.1,58,Moderate
16.8,44.6,15,6.5,20.9,6.7,0.3,12.5,23.1,5.1,5.6,4.1,57,Moderate
19.1,51.1,17.4,8.3,24.8,6.1,0.4,14.1,23,14.2,14.7,7.2,63,Moderate
17.2,45,15.9,5.7,20.7,6.1,0.3,14.4,17.9,9,9.2,5.6,60,Moderate
19.8,50.9,13.6,7.7,20.7,6.1,0.4,14,25,16.9,17.4,8.1,60,Moderate
21,57.7,19.7,6.7,28,5.4,0.4,14.5,24,13.9,14.2,7.1,77,Moderate
20.8,53.4,15.5,7,21.9,5.4,0.3,15.2,17.5,4.3,5.4,4.4,68,Moderate
15.5,43.8,14.9,5.5,19.5,5.4,0.3,14.5,18.5,2.6,3.2,3.6,61,Moderate
13.2,39.9,17.9,5.4,24.6,4.8,0.3,12.4,16.1,2.3,2.7,3.5,53,Moderate
12,34.6,15.7,5.3,19.7,5.5,0.3,12,15.2,2.6,2.3,3.4,53,Moderate
11.5,33.8,19.8,5.2,23.7,5.9,0.3,11.5,14.7,2.5,2.4,3.5,47,Good
11.2,42.7,24.5,6.6,28.8,6.2,0.3,10.6,16.3,2.8,3.3,3.8,51,Moderate
12.1,55.6,22.1,6.7,26.1,5.3,0.3,13,17.4,2.2,3.9,4.1,61,Moderate
14.3,52.5,23,6.2,25.7,4.3,0.4,21,19.6,2.8,4.9,4.4,65,Moderate
15.3,60.9,20.7,5.6,22.3,3.9,0.4,29.7,21.4,2.9,6.8,4.8,69,Moderate
14.2,54.7,17,5.1,18.7,4,0.3,32.5,21.6,3.1,6.8,4.6,67,Moderate
13.1,49.1,26.9,3.3,27,3.2,0.3,32.2,19.1,3,5.5,4.5,70,Moderate
16.9,57.8,29,6.4,32.8,3.6,0.4,28.8,18.9,3.2,6.1,4.7,75,Moderate
13.7,51.7,32.3,5.7,35.7,3.5,0.3,37.4,18.2,2.8,5.8,4.2,81,Moderate
14.7,53.5,21,7.4,27.6,3.7,0.3,29.1,19.4,2.1,5.1,3.9,74,Moderate
15.2,56.1,21.1,9.2,29.2,2.9,0.3,21.9,15.5,2.3,5.3,4.4,65,Moderate
17.7,62.4,19.4,9.5,28.1,4.1,0.3,26.6,15.7,3.2,7,4.6,70,Moderate
30.4,109.7,29.3,9.9,37.1,4.5,0.3,14.6,18.7,2.7,8.8,6.2,79,Moderate
29.7,110.2,17.8,8.2,23.7,4.4,0.3,13.7,23.9,2.5,6.4,5,119,Very Unhealthy
21.3,74.8,15.7,9.6,22.5,4.3,0.3,15.6,24.8,2.1,5,4.2,86,Moderate
15.4,65.4,22.2,9.4,28.7,4.2,0.3,14.2,19.7,1.7,4.1,4.1,74,Moderate
14.1,48.5,22.2,11.1,31.2,5.6,0.3,14.1,19.8,2.2,3.4,3.3,66,Moderate
16.4,43,15.4,12.9,26.2,4.1,0.3,12.2,20.8,1.9,3.2,3.4,57,Moderate
14.8,43.8,14,11.9,24.3,3.2,0.3,12.1,21.3,0.8,2.7,3.4,51,Moderate
15.2,52.5,16.4,10.9,27.1,3.3,0.3,10.3,18.9,1,3.2,3.7,55,Moderate
12.3,44.4,14.5,10,24.1,3.1,0.3,9.7,18.6,0.6,1.9,3.3,55,Moderate
11.8,54,13.1,9.4,21.4,3.1,0.3,8.9,19.2,0.7,2.9,3.8,54,Moderate
12.6,60,15.8,8.1,23.7,3.1,0.2,8.6,18.8,0.6,3.1,3.9,57,Moderate
11.7,49.1,16.7,8.7,25.4,4.5,0.2,6.4,19,0.7,1.6,3.1,59,Moderate
12.2,47,15.5,7.4,22.7,4.6,0.2,6.8,18.2,0.5,1.2,3.1,56,Moderate
7.3,30.7,14.8,7,21.6,3.7,0.3,7.6,17.1,0.6,0.3,2.8,50,Good
10.1,42.2,15.8,6.6,22.2,3.6,0.3,6.9,14.4,0.8,1.4,3.5,49,Good
9,41.1,13.1,6.5,19.4,3.4,0.3,6.9,15.6,1.6,2,3.6,53,Moderate
17.3,44.2,15.1,13.2,28.3,3.4,0.3,7.7,25.4,2.4,4,3.8,48,Good
21.9,46.6,13.6,16.6,30.2,4.7,0.4,7.7,23.4,1.9,3.8,3.4,52,Moderate
8.4,19.1,11.1,12.4,23.4,6.6,0.3,7.7,22.9,1.2,0.2,1.6,50,Good
20.5,47.5,14,15.7,29.7,6.4,0.3,10,17.7,1.7,3.8,3.2,48,Good
11.3,33,16.9,16.4,33.2,13,0.3,11.6,23.3,1.5,1.5,0.6,66,Moderate
9.4,30.3,16.5,10.8,27.3,12.5,0.3,11.8,15,1.8,1.9,1.5,46,Good
10.9,35.9,18.3,10.8,28.8,11.7,0.3,10.8,14.7,2,2.3,1.9,49,Good
8.9,25.6,13.9,13.9,27.7,11.2,0.3,11.2,20.4,1.3,1.3,1.1,50,Good
8.9,28.1,16.2,10.7,26.9,9.7,0.3,12,15.7,2,2.1,2,47,Good
10.4,35,18.6,8.8,27.2,7.5,0.3,12.7,12.9,1.8,2.4,2.8,48,Good
9,28.2,18.5,8.2,26.6,6.5,0.3,12.8,12.4,1.2,1.1,2.6,48,Good
10.5,31.8,20.7,11.2,31.5,8.1,0.4,13.7,10.5,1.8,2.1,2.5,52,Moderate
10.4,27.8,21.9,12.4,34.3,11.9,0.4,13.5,10.1,1.6,1.3,1.4,54,Moderate
9.9,25,18.4,12.9,31.2,10.7,0.4,10.2,10.2,1.9,1.2,1.6,51,Moderate
10.6,27.5,17.7,14.1,31.8,10.3,0.4,11.1,9.6,2.5,2.4,2,49,Good
9.6,22.7,16.5,14,30.5,10.3,0.4,11.2,13.5,1.9,1.2,1.5,54,Moderate
6.6,21.4,15.5,14.3,29.8,10.5,0.4,11.2,10.6,2.3,2,1.7,46,Good
7.5,27,20.4,16,36.4,10.8,0.4,10.9,8.8,2.3,2.4,1.8,50,Good
14.7,54.7,20.6,11.7,32.3,12.2,0.4,11,8.7,2.5,4.1,2.8,58,Moderate
